"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"2637","7","NC_006127_-_LOC427416_CDS","0.157","265.2","115.8","1e-04","0","0.1719","0","19.9","-1525.544585","7"
"2638","7","NC_006127_-_AAED1_CDS","0.402","397.8","139.2","0.1275","0.0483","0.3784","19.2","52.7","-1338.81577","7"
"2639","7","NC_006127_-_CNTLN_CDS","0.144","1075.2","307.8","1e-04","0","0.2155","0","66.3","-3929.299765","7"
"2640","7","NC_006127_-_FANCG_CDS","0.16","1237.5","565.5","1e-04","0","0.17","0","96.1","-5435.410833","7"
"2641","7","NC_006127_-_DNAJA1_CDS","0.059","878","313","999","0.0265","0","23.3","0","-2642.684914","7"
"2642","7","NC_006127_-_KCNN2_CDS","0.139","1055.1","375.9","0.0167","0.0028","0.168","3","63.2","-2540.171149","7"
"2643","7","NC_006127_-_HSDL2_CDS","0.086","918.8","320.2","999","0.0384","0","35.3","0","-3134.208291","7"
"2644","7","NC_006127_-_CNTNAP4_CDS","0.05","1586.7","573.3","380.8892","0.0225","1e-04","35.8","0","-4743.374356","7"
"2645","7","NC_006127_-_LYRM7_CDS","0.443","242.1","75.9","0.6722","0.1323","0.1968","32","14.9","-896.213244","7"
"2646","7","NC_006127_-_CDC42SE2_CDS","0.051","180.9","71.1","1e-04","0","0.0598","0","4.3","-479.908242","7"
"2647","7","NC_006127_-_CFC1B_CDS","0.318","399.6","149.4","1e-04","0","0.3892","0","58.2","-1595.126953","7"
"2648","7","NC_006127_-_CDC14B_CDS","0.278","1002","357","0.1709","0.0407","0.2384","40.8","85.1","-3098.743156","7"
"2649","7","NC_006127_-_CZH5ORF51_CDS","0.306","496.4","148.6","1e-04","0","0.4423","0","65.7","-2068.882686","7"
"2650","7","NC_006127_-_GHR_CDS","0.42","1310.8","492.2","0.3171","0.0882","0.2782","115.6","136.9","-4489.088159","7"
"2651","7","NC_006127_-_LOC101750245_CDS","0.151","378.3","134.7","1e-04","0","0.1919","0","25.9","-1857.867106","7"
"2652","7","NC_006127_-_AGTPBP1_CDS","0","2666.6","915.4","0.1377","0","0","0","0","-8179.296465","7"
"2653","7","NC_006127_-_FBP1_CDS","0.087","739","275","379.2524","0.0399","1e-04","29.5","0","-2282.240398","7"
"2654","7","NC_006127_-_CZH9ORF3_CDS","0.405","1549","599","0.3011","0.0819","0.2721","126.9","163","-5352.153282","7"
"2655","7","NC_006127_-_APH1A_CDS","0","238.5","106.5","1e-04","0","0","0","0","-1442.343147","7"
"2656","7","NC_006127_-_DMRT1_CDS","0.461","182.6","75.4","1e-04","1e-04","0.5253","0","39.6","-717.627483","7"
"2657","7","NC_006127_-_MRPL50_CDS","0.278","232.4","106.6","999","0.135","1e-04","31.4","0","-1149.709801","7"
"2658","7","NC_006127_-_PDE6B_CDS","0.493","1861.9","637.1","0.066","0.0356","0.54","66.4","344.1","-5610.656016","7"
"2659","7","NC_006127_-_ZFAND5_CDS","0.021","459.5","170.5","999","0.0094","0","4.3","0","-1222.125369","7"
"2660","7","NC_006127_-_CNTFR_CDS","0.171","480.2","203.8","999","0.0813","1e-04","39","0","-1979.549497","7"
"2661","7","NC_006127_-_ERCC8_CDS","0.4","752.6","270.4","0.1116","0.043","0.3847","32.3","104","-2337.065639","7"
"2662","7","NC_006127_-_BRIX1_CDS","0.155","749.2","270.8","621.7081","0.0702","1e-04","52.6","0","-2589.71095","7"
"2663","7","NC_006127_-_CHRNB3_CDS","0.332","915.7","344.3","1e-04","0","0.4048","0","139.3","-2891.903884","7"
"2664","7","NC_006127_-_FRMPD1_CDS","0.963","1348.7","535.3","0.1651","0.1318","0.798","177.7","427.1","-5826.335045","7"
"2665","7","NC_006127_-_SMN_CDS","0.055","568.2","208.8","999","0.0249","0","14.1","0","-2077.948211","7"
"2666","7","NC_006127_-_FOCAD_CDS","0.028","3114.8","1175.2","44.6083","0.0125","3e-04","39","0.3","-10894.562116","7"
"2667","7","NC_006127_-_GNAQ_CDS","0.023","651.9","251.1","47.6778","0.0107","2e-04","7","0.1","-1676.824473","7"
"2668","7","NC_006127_-_MSMP_CDS","0.721","275","130","0.0525","0.0354","0.6738","9.7","87.6","-971.273587","7"
"2669","7","NC_006127_-_CTC-487M23.8_CDS","0.313","305","88","1e-04","0","0.4659","0","41","-780.018209","7"
"2670","7","NC_006127_-_CELF4_CDS","0.004","991.2","424.8","472.6196","0.002","0","1.9","0","-2425.889013","7"
"2671","7","NC_006127_-_DHFR_CDS","0.144","339.5","110.5","999","0.0635","1e-04","21.6","0","-1063.737124","7"
"2672","7","NC_006127_-_GNG10_CDS","0.022","93.1","44.9","999","0.0107","0","1","0","-314.163901","7"
"2673","7","NC_006127_-_MTMR12_CDS","0.042","1531.4","556.6","628.2383","0.0189","0","29","0","-4729.072646","7"
"2674","7","NC_006127_-_DNAI1_CDS","0.498","1452.4","533.6","0.2115","0.083","0.3923","120.5","209.3","-5302.718351","7"
"2675","7","NC_006127_-_GRIN3A_CDS","0.411","1908.7","734.3","0.0532","0.023","0.4329","44","317.8","-5753.91918","7"
"2676","7","NC_006127_-_GALT_CDS","0.066","710.7","321.3","999","0.032","0","22.7","0","-2627.21111","7"
"2677","7","NC_006127_-_DOCK8_CDS","0.027","4433.8","1647.2","12.7711","0.012","9e-04","53.3","1.5","-14123.985994","7"
"2678","7","NC_006127_-_COL4A3BP_CDS","0.014","1117.6","403.4","1.4372","0.0052","0.0036","5.8","1.4","-2880.599294","7"
"2679","7","NC_006127_-_CDC37L1_CDS","0","617.7","213.3","0.4833","0","0","0","0","-2009.792596","7"
"2680","7","NC_006127_-_FST_CDS","0.034","751.6","277.4","999","0.0156","0","11.7","0","-1983.100339","7"
"2681","7","NC_006127_-_SLC25A51_CDS","0.518","593.9","246.1","1e-04","1e-04","0.5893","0","145.1","-2225.021493","7"
"2682","7","NC_006127_-_GBA2_CDS","0.571","1641.7","719.3","0.154","0.0712","0.462","116.8","332.3","-6064.304248","7"
"2683","7","NC_006127_-_FEM1C_CDS","0.024","1145.3","417.7","999","0.0111","0","12.8","0","-3320.223886","7"
"2684","7","NC_006127_-_CA9_CDS","0.12","626.9","270.1","632.8395","0.0573","1e-04","35.9","0","-2945.015341","7"
"2685","7","NC_006127_-_IKBKAP_CDS","0.737","2834.9","1164.1","0.1541","0.0945","0.6133","267.9","714","-10701.303185","7"
"2686","7","NC_006127_-_AGXT2_CDS","0.092","1074.1","398.9","1e-04","0","0.1135","0","45.3","-3606.63254","7"
"2687","7","NC_006127_-_C1QTNF3_CDS","0.15","545.6","192.4","1e-04","0","0.1918","0","36.9","-1496.905845","7"
"2688","7","NC_006127_-_CZH5ORF63_CDS","0.201","245.4","84.6","999","0.09","1e-04","22.1","0","-864.587725","7"
"2689","7","NC_006127_-_NUDT2_CDS","0.304","316.6","127.4","1.1708","0.1058","0.0904","33.5","11.5","-1163.917882","7"
"2690","7","NC_006127_-_FCHO2_CDS","0","1767.5","593.5","1.5118","0","0","0","0","-4868.50529","7"
"2691","7","NC_006127_-_ARSK_CDS","0.116","1065.2","389.8","1e-04","0","0.1439","0","56.1","-3649.522563","7"
"2692","7","NC_006127_-_C5ORF30_CDS","0.322","352.6","130.4","1e-04","0","0.397","0","51.8","-1137.442781","7"
"2693","7","NC_006127_-_CWC27_CDS","0.082","710.8","216.2","1e-04","0","0.1174","0","25.4","-2143.552747","7"
"2694","7","NC_006127_-_DDX4_CDS","0.595","1073.6","357.4","0.1246","0.0721","0.5782","77.4","206.7","-3852.39148","7"
"2695","7","NC_006127_-_FGF10_CDS","0.073","446.2","177.8","999","0.0339","0","15.1","0","-1182.725827","7"
"2696","7","NC_006127_-_NUP155_CDS","0.19","2904.8","1091.2","1e-04","0","0.2318","0.1","253","-8570.529674","7"
"2697","7","NC_006127_-_ATP5A1_CDS","0.308","1128.8","470.2","1e-04","0","0.3496","0","164.4","-3412.830604","7"
"2698","7","NC_006127_-_Metazoa_SRP_CDS","0.327","379.9","151.1","1e-04","0","0.3825","0","57.8","-1463.371565","7"
"2699","7","NC_006127_-_TMEM2_CDS","0.101","3004.6","1102.4","1e-04","0","0.1253","0","138.1","-9775.402511","7"
"2700","7","NC_006127_-_GDA_CDS","0.379","1000.6","349.4","0.1128","0.0416","0.3686","41.6","128.8","-3333.561297","7"
"2701","7","NC_006127_-_EMB_CDS","0.833","542.7","177.3","0.169","0.1256","0.7434","68.2","131.8","-2365.914666","7"
"2702","7","NC_006127_-_ADAMTSL1_CDS","0.476","3099.1","1265.9","0.1142","0.0488","0.4276","151.4","541.3","-10763.708286","7"
"2703","7","NC_006127_-_FAM214B_CDS","0.524","931.7","433.3","0.2193","0.082","0.3741","76.4","162.1","-3324.367717","7"
"2704","7","NC_006127_-_CZH5ORF28_CDS","0.184","458.4","186.6","0.1253","0.0203","0.1623","9.3","30.3","-1386.693433","7"
"2705","7","NC_006127_-_C7_CDS","0.636","1818.8","668.2","0.2005","0.1023","0.5102","186.1","340.9","-6697.751761","7"
"2706","7","NC_006127_-_GDNF_CDS","0.092","353.8","123.2","999","0.0413","0","14.6","0","-981.917888","7"
"2707","7","NC_006127_-_PRRC1_CDS","0.374","861.4","371.6","1e-04","0","0.4141","0","153.9","-3132.913731","7"
"2708","7","NC_006127_-_PIGG_CDS","0.362","1949.3","738.7","1e-04","0","0.4391","0.1","324.3","-6468.793514","7"
"2709","7","NC_006127_-_F2RL1_CDS","0.217","789.9","299.1","1e-04","0","0.2629","0","78.6","-2707.17854","7"
"2710","7","NC_006127_-_CZH5ORF34_CDS","0.481","956","358","1.9643","0.1851","0.0942","177","33.7","-3827.757655","7"
"2711","7","NC_006127_-_FBXO4_CDS","0.694","685.9","265.1","0.1148","0.0734","0.6398","50.4","169.6","-2384.90066","7"
"2712","7","NC_006127_-_EPB41L4A_CDS","0.287","1368.5","476.5","1e-04","0","0.3702","0.1","176.4","-4077.206249","7"
"2713","7","NC_006127_-_FOXB2_CDS","0.188","252.6","110.4","1e-04","0","0.2056","0","22.7","-775.39811","7"
"2714","7","NC_006127_-_CCDC112_CDS","0.346","733.5","220.5","1e-04","0","0.4994","0","110.1","-2693.197911","7"
"2715","7","NC_006127_-_IQGAP2_CDS","0.035","3490.7","1153.3","66.4228","0.0154","2e-04","53.6","0.3","-10152.335893","7"
"2716","7","NC_006127_-_NDUFAF2_CDS","0.183","188.1","63.9","999","0.0816","1e-04","15.3","0","-626.30813","7"
"2717","7","NC_006127_-_MEGF10_CDS","0.033","2395.1","994.9","999","0.0157","0","37.5","0","-7522.880122","7"
"2718","7","NC_006127_-_TBC1D2_CDS","0.183","1624.3","550.7","939.2514","0.0815","1e-04","132.4","0","-6432.082257","7"
"2719","7","NC_006127_-_DHX29_CDS","0.494","2892.8","1016.2","0.0897","0.0453","0.5046","131","512.7","-9002.182366","7"
"2720","7","NC_006127_-_MTX3_CDS","0.326","607.3","223.7","1e-04","0","0.4032","0","90.2","-1975.155993","7"
"2721","7","NC_006127_-_CTIF_CDS","0.094","1261.4","499.6","0.2435","0.0166","0.0681","20.9","34","-3717.848939","7"
"2722","7","NC_006127_-_ISL1_CDS","0.028","738.9","302.1","0.0444","0.0013","0.0292","1","8.8","-1824.269263","7"
"2723","7","NC_006127_-_HEXB_CDS","0.472","925.3","340.7","0.1064","0.0483","0.4539","44.7","154.7","-3195.826747","7"
"2724","7","NC_006127_-_GIN1_CDS","0.072","1093.8","391.2","1e-04","0","0.0905","0","35.4","-3739.457972","7"
"2725","7","NC_006127_-_SNX24_CDS","0.359","311.5","108.5","1e-04","0","0.4636","0","50.3","-926.127152","7"
"2726","7","NC_006127_-_CCDC171_CDS","0.43","2618.3","912.7","0.3815","0.1009","0.2645","264.2","241.4","-9393.46885","7"
"2727","7","NC_006127_-_HAPLN1_CDS","0","752.9","306.1","462.7902","0","0","0","0","-2482.356141","7"
"2728","7","NC_006127_-_PRKAA1_CDS","0.232","1204.1","451.9","0.0372","0.0096","0.2573","11.5","116.3","-3271.216837","7"
"2729","7","NC_006127_-_FER_CDS","0.174","1867.6","598.4","0.0787","0.0151","0.1923","28.3","115.1","-4892.226719","7"
"2730","7","NC_006127_-_CAAP1_CDS","0.2","570.3","197.7","0.4265","0.0494","0.1158","28.2","22.9","-1756.073703","7"
"2731","7","NC_006127_-_LPAR1_CDS","0.027","784.4","322.6","36.9979","0.0126","3e-04","9.9","0.1","-2162.990852","7"
"2732","7","NC_006127_-_CDK7_CDS","0.072","656.7","225.3","562.9904","0.0322","1e-04","21.2","0","-2642.961041","7"
"2733","7","NC_006127_-_B4GALT1_CDS","0.457","573.6","209.4","1e-04","1e-04","0.5695","0","119.3","-1844.107005","7"
"2734","7","NC_006127_-_DNAJC21_CDS","0.58","1121.5","369.5","0.084","0.0523","0.622","58.6","229.9","-3762.489071","7"
"2735","7","NC_006127_-_HMGCR_CDS","0.43","1920.8","722.2","0.0696","0.0308","0.4425","59.2","319.6","-5673.853562","7"
"2736","7","NC_006127_-_GLIS3_CDS","0.178","922","386","999","0.0844","1e-04","77.8","0","-3690.641278","7"
"2737","7","NC_006127_-_LOC100858799_CDS","0.471","2879.7","1119.3","1e-04","1e-04","0.5604","0.2","627.3","-9179.105026","7"
"2738","7","NC_006127_-_LPL_CDS","0.042","982.2","385.8","108.4525","0.0194","2e-04","19.1","0.1","-3362.738561","7"
"2739","7","NC_006127_-_PAPD4_CDS","0.156","1086.5","404.5","0.2325","0.0275","0.1181","29.8","47.8","-3609.24427","7"
"2740","7","NC_006127_-_RUSC2_CDS","0.923","2776.2","1255.8","0.1859","0.1302","0.7002","361.3","879.3","-10642.220887","7"
"2741","7","NC_006127_-_CZH9ORF64_CDS","0.24","740.3","282.7","1.695","0.0903","0.0533","66.8","15.1","-2749.710556","7"
"2742","7","NC_006127_-_LPPR1_CDS","0.015","714.6","260.4","210.7991","0.0069","0","5","0","-1888.067011","7"
"2743","7","NC_006127_-_DMRT2_CDS","0.371","685","266","1e-04","0","0.4423","0","117.7","-2447.073783","7"
"2744","7","NC_006127_-_LOC100858919_CDS","0.11","1347.2","575.8","1e-04","0","0.1223","0","70.4","-5596.736137","7"
"2745","7","NC_006127_-_MED18_CDS","0.018","444.8","179.2","999","0.0083","0","3.7","0","-1319.505238","7"
"2746","7","NC_006127_-_DAB2_CDS","0.096","1481.6","567.4","999","0.0442","0","65.5","0","-5367.586197","7"
"2747","7","NC_006127_-_ACAA2_CDS","0.479","848.1","342.9","0.1322","0.0552","0.4179","46.8","143.3","-2872.396026","7"
"2748","7","NC_006127_-_THBS4_CDS","0.186","1823.6","711.4","0.6051","0.0524","0.0867","95.6","61.7","-5827.436898","7"
"2749","7","NC_006127_-_LRRC2_CDS","0.208","846","267","999","0.0911","1e-04","77","0","-2814.310401","7"
"2750","7","NC_006127_-_LOC100859442_CDS","0.471","404.7","141.3","0.5517","0.1297","0.2351","52.5","33.2","-1633.284763","7"
"2751","7","NC_006127_-_NLN_CDS","0.176","1516.2","520.8","1e-04","0","0.229","0","119.2","-4446.800497","7"
"2752","7","NC_006127_-_CHSY3_CDS","0.019","1517.9","555.1","1e-04","0","0.0237","0","13.1","-4515.756761","7"
"2753","7","NC_006127_-_DAPK1_CDS","0.253","3082.8","1132.2","0.0622","0.0167","0.2686","51.5","304","-8761.874823","7"
"2754","7","NC_006127_-_LRRC70_CDS","0.117","2145.4","779.6","0.1843","0.0179","0.0974","38.5","75.9","-6256.964955","7"
"2755","7","NC_006127_-_PLK2_CDS","0.3","1423.4","511.6","1e-04","0","0.3776","0.1","193.2","-4101.636517","7"
"2756","7","NC_006127_-_RNF180_CDS","0.521","906","318","0.285","0.1051","0.3688","95.2","117.3","-3207.37851","7"
"2757","7","NC_006127_-_PCSK1_CDS","0.329","1040.7","396.3","0.0459","0.0163","0.3552","17","140.7","-2931.468416","7"
"2758","7","NC_006127_-_EDIL3_CDS","0.044","1007.4","369.6","200.4225","0.0198","1e-04","19.9","0","-2976.067742","7"
"2759","7","NC_006127_-_LOC769899_CDS","0.085","264.5","116.5","1e-04","0","0.0923","0","10.8","-1511.330683","7"
"2760","7","NC_006127_-_LURAP1L_CDS","0.08","278.7","96.3","999","0.0359","0","10","0","-811.170438","7"
"2761","7","NC_006127_-_SRFBP1_CDS","0.52","790.5","265.5","999","0.2313","2e-04","182.8","0.1","-3286.034534","7"
"2762","7","NC_006127_-_POC5_CDS","0.333","1087.4","382.6","0.3875","0.0786","0.2028","85.5","77.6","-3976.037321","7"
"2763","7","NC_006127_-_PCSK5_CDS","0.502","3698","1357","0.1784","0.0748","0.4196","276.8","569.4","-12743.939986","7"
"2764","7","NC_006127_-_EFNA5_CDS","0.112","313.4","130.6","1e-04","0","0.1265","0","16.5","-806.132808","7"
"2765","7","NC_006127_-_RIOK2_CDS","0.587","1187.4","417.6","0.213","0.0997","0.468","118.3","195.5","-4372.710985","7"
"2766","7","NC_006127_-_ADAMTS12_CDS","0.47","2339","883","0.5813","0.1308","0.2251","306","198.7","-8853.41849","7"
"2767","7","NC_006127_-_FUT10_CDS","0.191","1032.5","392.5","999","0.0877","1e-04","90.6","0","-3541.589313","7"
"2768","7","NC_006127_-_LOC101750393_CDS","1.002","1400.9","657.1","0.339","0.2058","0.607","288.3","398.9","-6572.998361","7"
"2769","7","NC_006127_-_ANKDD1B_CDS","0.509","977.1","342.9","0.1437","0.0666","0.4635","65.1","158.9","-3376.255007","7"
"2770","7","NC_006127_-_CLTA_CDS","0.357","313.4","112.6","1e-04","0","0.4499","0","50.6","-1238.656522","7"
"2771","7","NC_006127_-_ADAMTS19_CDS","0.099","2577.1","953.9","1e-04","0","0.1223","0","116.7","-7605.813701","7"
"2772","7","NC_006127_-_COX7C_CDS","0.125","131.5","57.5","999","0.0596","1e-04","7.8","0","-551.720659","7"
"2773","7","NC_006127_-_LYSMD3_CDS","0.122","599.8","195.2","1e-04","0","0.1651","0","32.2","-2026.21754","7"
"2774","7","NC_006127_-_LOC107051889_CDS","0","266.4","81.6","70.6654","0","0","0","0","-1363.544367","7"
"2775","7","NC_006127_-_KDM4C_CDS","0.342","1933.3","676.7","0.1884","0.0538","0.2855","104","193.2","-6267.576647","7"
"2776","7","NC_006127_-_ELOVL7_CDS","0.177","611.4","225.6","1.3223","0.0633","0.0478","38.7","10.8","-1864.998828","7"
"2777","7","NC_006127_-_GPX8_CDS","0.314","454.1","172.9","1e-04","0","0.379","0","65.5","-1397.107348","7"
"2778","7","NC_006127_-_CREB3_CDS","0.862","643.3","283.7","0.196","0.1274","0.6498","81.9","184.3","-2905.316176","7"
"2779","7","NC_006127_-_LOC107051909_CDS","0.785","810.3","338.7","0.383","0.1775","0.4635","143.8","157","-3263.746899","7"
"2780","7","NC_006127_-_SLC30A5_CDS","0.137","1607.5","606.5","1e-04","0","0.1672","0","101.4","-4752.636079","7"
"2781","7","NC_006127_-_C6_CDS","0.155","2043.7","743.3","1e-04","0","0.1932","0","143.6","-7443.503911","7"
"2782","7","NC_006127_-_KIAA0020_CDS","0.024","1372.6","457.4","1e-04","0","0.0316","0","14.4","-4478.612806","7"
"2783","7","NC_006127_-_CD72AGL_CDS","0.806","443.4","192.6","0.8632","0.2562","0.2969","113.6","57.2","-2527.722089","7"
"2784","7","NC_006127_-_GRAMD3_CDS","0.624","771.6","272.4","0.1137","0.0686","0.6031","52.9","164.3","-2678.608591","7"
"2785","7","NC_006127_-_BHMT_CDS","0.242","862.5","313.5","1e-04","0","0.3026","0","94.9","-2575.205455","7"
"2786","7","NC_006127_-_FBXL17_CDS","0.019","473.5","168.5","999","0.0086","0","4.1","0","-1399.68768","7"
"2787","7","NC_006127_-_KIAA0825_CDS","0.32","2134.6","769.4","0.1259","0.0376","0.2985","80.2","229.7","-7039.627204","7"
"2788","7","NC_006127_-_DEPDC1B_CDS","0","1121.2","417.8","0.2441","0","0","0","0","-3773.991932","7"
"2789","7","NC_006127_-_AQP3_CDS","0.071","614.9","261.1","1e-04","0","0.0792","0","20.7","-2145.768896","7"
"2790","7","NC_006127_-_GRHPR_CDS","0.627","486.8","209.2","1e-04","1e-04","0.695","0","145.4","-1831.797608","7"
"2791","7","NC_006127_-_CEP78_CDS","0.749","1634.7","570.3","0.18","0.1146","0.6367","187.3","363.1","-5970.690312","7"
"2792","7","NC_006127_-_ACO1_CDS","0.467","1942.8","724.2","0.0584","0.0289","0.4953","56.2","358.7","-6045.141642","7"
"2793","7","NC_006127_-_C9ORF72_CDS","0.026","1041.3","401.7","86.0931","0.0119","1e-04","12.4","0.1","-2881.215021","7"
"2794","7","NC_006127_-_ARHGEF39_CDS","0.683","717.1","296.9","0.2315","0.1155","0.4988","82.8","148.1","-2752.984656","7"
"2795","7","NC_006127_-_AGGF1_CDS","0.05","1463.8","492.2","1e-04","0","0.0659","0","32.4","-4869.47151","7"
"2796","7","NC_006127_-_OTP_CDS","0.226","377.3","174.7","1e-04","0","0.2382","0","41.6","-1208.658712","7"
"2797","7","NC_006127_-_MARCH3_CDS","0.433","493.4","217.6","0.0387","0.0168","0.4339","8.3","94.4","-1637.407309","7"
"2798","7","NC_006127_-_CER1_CDS","0.126","560.1","216.9","1e-04","0","0.1508","0","32.7","-2228.0261","7"
"2799","7","NC_006127_-_ACOT12_CDS","0.12","1109.4","420.6","999","0.055","1e-04","61.1","0","-4125.314352","7"
"2800","7","NC_006127_-_ARRDC3_CDS","0.002","881.1","360.9","128.8129","0.0011","0","0.9","0","-2377.363669","7"
"2801","7","NC_006127_-_IFT74_CDS","0.463","1331.4","441.6","0.1236","0.0558","0.4516","74.3","199.4","-4532.063388","7"
"2802","7","NC_006127_-_HABP4_CDS","0.243","576.7","209.3","0.3333","0.0528","0.1585","30.5","33.2","-2077.5423","7"
"2803","7","NC_006127_-_MARVELD2_CDS","0.166","987.1","377.9","1e-04","0","0.1995","0","75.4","-3639.518504","7"
"2804","7","NC_006127_-_CETN3_CDS","0.306","366.4","104.6","0.0391","0.0158","0.4044","5.8","42.3","-949.386154","7"
"2805","7","NC_006127_-_PGM5_CDS","0.054","1054.2","388.8","999","0.0248","0","26.1","0","-3018.14568","7"
"2806","7","NC_006127_-_NTRK2_CDS","0","686.1","249.9","0.9","0","0","0","0","-1976.42581","7"
"2807","7","NC_006127_-_MUSK_CDS","0.577","2012.9","825.1","0.0554","0.0323","0.5826","64.9","480.7","-6616.155139","7"
"2808","7","NC_006127_-_TMEM215_CDS","0.577","496.3","208.7","1e-04","1e-04","0.6496","0","135.6","-1755.605287","7"
"2809","7","NC_006127_-_SV2C_CDS","0","1580.7","564.3","0.9489","0","0","0","0","-4598.258639","7"
"2810","7","NC_006127_-_LOC427201_CDS","0.152","2838","1005","1e-04","0","0.1941","0.1","195.1","-10532.592976","7"
"2811","7","NC_006127_-_PHAX_CDS","0.52","774.1","254.9","0.1707","0.0787","0.461","60.9","117.5","-2649.055284","7"
"2812","7","NC_006127_-_UGCG_CDS","0.319","802.4","286.6","1e-04","0","0.4037","0","115.7","-2088.272201","7"
"2813","7","NC_006127_-_AK3_CDS","0.503","490","191","0.129","0.0579","0.4488","28.4","85.7","-1707.210584","7"
"2814","7","NC_006127_-_HAUS1_CDS","0.317","627.4","221.6","999","0.1427","1e-04","89.5","0","-2859.858525","7"
"2815","7","NC_006127_-_GCNT4_CDS","0.095","911","328","1e-04","0","0.1196","0","39.2","-3056.073223","7"
